Drug,Primary Indication,Virus,Virus Group,Cell lines,Primary cells/organoids,Animal model,Phase I,Phase II,Phase III,Approved,Phase IV,Potential target,Mode_of_action,Reference,Virus Family,Virus Name,Viral Strain/Type,Viral disease,VirusImage,Drug_Bank_ID,PubChem_CID,InChI_Key,Approval Status,Negative Result?
Doxycycline,Antibiotic,SARS-CoV-2,(+)ssRNA,*,,,,,,,,Unknown,,PMID: 33142770,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus 2,COVID-19,8,DB00254,54671203,JBIWCJUYHHGXTC-AKNGSSGZSA-N,Approved,
Doxycycline,Antibiotic,VSV,(-)ssRNA,*,,,,,,,,Unknown,,PMID:26459887,Rhabdoviridae,Indiana vesiculovirus,,Vesicular stomatitis,11,DB00254,54671203,JBIWCJUYHHGXTC-AKNGSSGZSA-N,Approved,
Dyphillin,Anticancer,FLUAV,(-)ssRNA,,,*,,,,,,Human vATPase,vacuolar ATPase inhibitors,PMID: 30587980,Orthomyxoviridae,Influenza A virus,,Influenza,34,N/A,N/A,N/A,Experimental,
Dyphillin,Anticancer,EBOV,(-)ssRNA,*,,,,,,,,Human vATPase,vacuolar ATPase inhibitors,PMID: 30335906,Filoviridae,Zaire ebolavirus,Ebola virus,Ebola hemorrhagic fever,3,N/A,N/A,N/A,Experimental,
Dyphillin,Anticancer,HIV-1,ssRNA-RT,*,,,,,,,,Human vATPase,vacuolar ATPase inhibitors,PMID: 29328465,Retroviridae,Human immunodeficiency virus 1,,Acquired immune deficiency syndrome,33,N/A,N/A,N/A,Experimental,
Dyphillin,Anticancer,SARS-CoV-2,(+)ssRNA,*,,,,,,,,Human vATPase,vacuolar ATPase inhibitors,PMID: 33668694,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus 2,COVID-19,8,N/A,N/A,N/A,Experimental,
Dyphillin,Anticancer,ZIKV,(+)ssRNA,*,,,,,,,,Human vATPase,vacuolar ATPase inhibitors,PMID: 31501074,Flaviviridae,Zika virus,,Zika virus disease,2,N/A,N/A,N/A,Experimental,
Efavirenz,Antiviral,HIV-1,ssRNA-RT,,,,,,,*,,Viral RT,Inhibition of viral RT,DrugBank ID: DB00625,Retroviridae,Human immunodeficiency virus 1,,Acquired immune deficiency syndrome,33,DB00625,64139,XPOQHMRABVBWPR-ZDUSSCGKSA-N,Approved,
Efavirenz,Antiviral,ZIKV,(+)ssRNA,,*,,,,,,,Viral RNA pol,Inhibition of viral RT,PMID: 31653397,Flaviviridae,Zika virus,,Zika virus disease,2,DB00625,64139,XPOQHMRABVBWPR-ZDUSSCGKSA-N,Approved,
Eflornithine,Antiprotozoal,CHIKV,(+)ssRNA,*,,,,,,,,Human ODC,Enzyme-activated; irreversible爄nhibitor爋f ornithine decarboxylase,PMID:27535047,Togaviridae,Chikungunya virus,,Chikungunya fever,6,DB06243,3009,VLCYCQAOQCDTCN-UHFFFAOYSA-N,WIthdrawn,
Eflornithine,Antiprotozoal,CMV,dsDNA,*,,,,,,,,Human ODC,Enzyme-activated; irreversible爄nhibitor爋f ornithine decarboxylase,PMID:6283366,Herpesviridae,Human betaherpesvirus 5,,Mononucleosis-like illness,12,DB06243,3009,VLCYCQAOQCDTCN-UHFFFAOYSA-N,WIthdrawn,
Eflornithine,Antiprotozoal,CVB-3,(+)ssRNA,*,,,,,,,,Human ODC,Enzyme-activated; irreversible爄nhibitor爋f ornithine decarboxylase,PMID:27535047,Picornaviridae,Enterovirus B,Coxsackievirus B3,Fever; headache; sore throat; gastroenteritis; pericarditis; myocarditis,9,DB06243,3009,VLCYCQAOQCDTCN-UHFFFAOYSA-N,WIthdrawn,
Eflornithine,Antiprotozoal,HSV-1,dsDNA,*,,,,,,,,Human ODC,Enzyme-activated; irreversible爄nhibitor爋f ornithine decarboxylase,PMID:12569563,Herpesviridae,Human alphaherpesvirus 1,,Cold sores,12,DB06243,3009,VLCYCQAOQCDTCN-UHFFFAOYSA-N,WIthdrawn,
Eflornithine,Antiprotozoal,JEV,(+)ssRNA,*,,,,,,,,Human ODC,Enzyme-activated; irreversible爄nhibitor爋f ornithine decarboxylase,PMID:27535049,Flaviviridae,Japanese encephalitis virus,,Japanese encephalitis,2,DB06243,3009,VLCYCQAOQCDTCN-UHFFFAOYSA-N,WIthdrawn,
Eflornithine,Antiprotozoal,MERS-CoV,(+)ssRNA,*,,,,,,,,Human ODC,Enzyme-activated; irreversible爄nhibitor爋f ornithine decarboxylase,PMID:27535050,Coronaviridae,Middle East respiratory syndrome-related coronavirus,,Middle East respiratory syndrome,8,DB06243,3009,VLCYCQAOQCDTCN-UHFFFAOYSA-N,WIthdrawn,
Eflornithine,Antiprotozoal,SINV,(+)ssRNA,*,,,,,,,,Human ODC,Enzyme-activated; irreversible爄nhibitor爋f ornithine decarboxylase,PMID:27535047,Togaviridae,Sindbis virus,,Rash and arthritis,6,DB06243,3009,VLCYCQAOQCDTCN-UHFFFAOYSA-N,WIthdrawn,
Eflornithine,Antiprotozoal,VSV,(-)ssRNA,*,,,,,,,,Human ODC,Enzyme-activated; irreversible爄nhibitor爋f ornithine decarboxylase,PMID:27535047,Rhabdoviridae,Indiana vesiculovirus,,Vesicular stomatitis,11,DB06243,3009,VLCYCQAOQCDTCN-UHFFFAOYSA-N,WIthdrawn,
Eflornithine,Antiprotozoal,ZIKV,(+)ssRNA,*,,,,,,,,Human ODC,Enzyme-activated; irreversible爄nhibitor爋f ornithine decarboxylase,PMID:27535047,Flaviviridae,Zika virus,,Zika virus disease,2,DB06243,3009,VLCYCQAOQCDTCN-UHFFFAOYSA-N,WIthdrawn,
Elvucitabine,Antiviral,HIV-1,ssRNA-RT,,,,*,,,,,Viral RT,Nucleoside analog RT Inhibitor,PMID: 19015353; NCT00405249,Retroviridae,Human immunodeficiency virus 1,,Acquired immune deficiency syndrome,33,DB06236,469717,HSBKFSPNDWWPSL-VDTYLAMSSA-N,Investigational,
Elvucitabine,Antiviral,HBV,dsDNA-RT,,,*,,,,,,Viral RT,Nucleoside analog RT Inhibitor,PMID: 12790515,Hepadnaviridae,Hepatitis B virus,,Hepatitis B,35,DB06236,469717,HSBKFSPNDWWPSL-VDTYLAMSSA-N,Investigational,
Emetine,Antiprotozoal,CMV,dsDNA,*,,*,,,,,,Human ribosome,N/A,PMID:27336364,Herpesviridae,Human betaherpesvirus 5,,Mononucleosis-like illness,12,DB13393,10219,AUVVAXYIELKVAI-CKBKHPSWSA-N,Approved,
Emetine,Antiprotozoal,MERS-CoV,(+)ssRNA,*,,*,,,,,,Human ribosome,N/A,PMID:30918074,Coronaviridae,Middle East respiratory syndrome-related coronavirus,,Middle East respiratory syndrome,8,DB13393,10219,AUVVAXYIELKVAI-CKBKHPSWSA-N,Approved,
Emetine,Antiprotozoal,EBOV,(-)ssRNA,*,,,,,,,,Human ribosome,N/A,PMID:29872540,Filoviridae,Zaire ebolavirus,Ebola virus,Ebola hemorrhagic fever,3,DB13393,10219,AUVVAXYIELKVAI-CKBKHPSWSA-N,Approved,
Emetine,Antiprotozoal,HCoV-NL63,(+)ssRNA,*,,,,,,,,Human ribosome,N/A,PMID:30918074,Coronaviridae,Human coronavirus NL63,,Respiratory tract infection,8,DB13393,10219,AUVVAXYIELKVAI-CKBKHPSWSA-N,Approved,
Emetine,Antiprotozoal,HCoV-OC43,(+)ssRNA,*,,,,,,,,Human ribosome,N/A,PMID:30918074,Coronaviridae,Betacoronavirus 1,Human coronavirus OC43,Common cold,8,DB13393,10219,AUVVAXYIELKVAI-CKBKHPSWSA-N,Approved,
Emetine,Antiprotozoal,ECHOV-1,(+)ssRNA,*,,,,,,,,Human ribosome,N/A,PMID: 31635418,Picornaviridae,Enterovirus B,Echovirus E1,"Mild symptoms, meningitis",9,DB13393,10219,AUVVAXYIELKVAI-CKBKHPSWSA-N,Approved,
Emetine,Antiprotozoal,HIV-1,ssRNA-RT,*,,,,,,,,Human ribosome,N/A,PMID:26111177,Retroviridae,Human immunodeficiency virus 1,,Acquired immune deficiency syndrome,33,DB13393,10219,AUVVAXYIELKVAI-CKBKHPSWSA-N,Approved,
Emetine,Antiprotozoal,HMPV,(-)ssRNA,*,,,,,,,,Human ribosome,N/A,doi: 10.20944/preprints201909.0128.v1,Pneumoviridae,Human metapneumovirus,,Lower respiratory infection in young children,24,DB13393,10219,AUVVAXYIELKVAI-CKBKHPSWSA-N,Approved,
Emetine,Antiprotozoal,HSV-2,dsDNA,*,,,,,,,,Human ribosome,N/A,doi: 10.20944/preprints201909.0128.v1,Herpesviridae,Human alphaherpesvirus 2,,Genital herpes,12,DB13393,10219,AUVVAXYIELKVAI-CKBKHPSWSA-N,Approved,
Emetine,Antiprotozoal,RABV,(-)ssRNA,*,,,,,,,,Human ribosome,N/A,PMID:30028873,Rhabdoviridae,Rabies lyssavirus,,Rabies ,11,DB13393,10219,AUVVAXYIELKVAI-CKBKHPSWSA-N,Approved,
Emetine,Antiprotozoal,RVFV,(-)ssRNA,*,,,,,,,,Human ribosome,N/A,doi: 10.20944/preprints201909.0128.v1,Phenuiviridae,Rift Valley fever phlebovirus,,Rift Valley fever,23,DB13393,10219,AUVVAXYIELKVAI-CKBKHPSWSA-N,Approved,
Emetine,Antiprotozoal,SARS-CoV,(+)ssRNA,*,,,,,,,,Human ribosome,N/A,PMID: 24841273,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,,Severe acute respiratory syndrome,8,DB13393,10219,AUVVAXYIELKVAI-CKBKHPSWSA-N,Approved,
Emetine,Antiprotozoal,SARS-CoV-2,(+)ssRNA,*,,,,,,,,Human ribosome,N/A,PMID: 33711336,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus 2,COVID-19,8,DB13393,10219,AUVVAXYIELKVAI-CKBKHPSWSA-N,Approved,
Emetine,Antiprotozoal,ZIKV,(+)ssRNA,*,,,,,,,,Human ribosome,N/A,PMID:29872540,Flaviviridae,Zika virus,,Zika virus disease,2,DB13393,10219,AUVVAXYIELKVAI-CKBKHPSWSA-N,Approved,
Emodin,Anticancer,FLUAV,(-)ssRNA,*,,*,,,,,,Human (multiple),N/A,PMID:29057806,Orthomyxoviridae,Influenza A virus,,Influenza,34,DB07715,3220,RHMXXJGYXNZAPX-UHFFFAOYSA-N,Investigational,
Emodin,Anticancer,HBV,dsDNA-RT,*,,*,,,,,,Human (multiple),N/A,PMID:19960563,Hepadnaviridae,Hepatitis B virus,,Hepatitis B,35,DB07715,3220,RHMXXJGYXNZAPX-UHFFFAOYSA-N,Investigational,
Emodin,Anticancer,CVB-3,(+)ssRNA,*,,*,,,,,,Human (multiple),N/A,PMID:26621875,Picornaviridae,Enterovirus B,Coxsackievirus B3,Fever; headache; sore throat; gastroenteritis; pericarditis; myocarditis,9,DB07715,3220,RHMXXJGYXNZAPX-UHFFFAOYSA-N,Investigational,
Emodin,Anticancer,CMV,dsDNA,*,,,,,,,,Human (multiple),N/A,PMID:25499125,Herpesviridae,Human betaherpesvirus 5,,Mononucleosis-like illness,12,DB07715,3220,RHMXXJGYXNZAPX-UHFFFAOYSA-N,Investigational,
Emodin,Anticancer,EBV,dsDNA,*,,,,,,,,Human (multiple),N/A,PMID:24448066,Herpesviridae,Human gammaherpesvirus 4,,Infectious mononucleosis,12,DB07715,3220,RHMXXJGYXNZAPX-UHFFFAOYSA-N,Investigational,
Emodin,Anticancer,EV-A71,(+)ssRNA,*,,,,,,,,Human (multiple),N/A,PMID:27840410,Picornaviridae,Enterovirus A,Enterovirus A71,"Acute flaccid myelitis (polio-like disorder); Gastroenteritis; Hand, foot, and mouth disease",9,DB07715,3220,RHMXXJGYXNZAPX-UHFFFAOYSA-N,Investigational,
Emodin,Anticancer,HSV-1,dsDNA,*,,,,,,,,Human (multiple),N/A,PMID:18552872,Herpesviridae,Human alphaherpesvirus 1,,Cold sores,12,DB07715,3220,RHMXXJGYXNZAPX-UHFFFAOYSA-N,Investigational,
Emodin,Anticancer,SARS-CoV,(+)ssRNA,*,,,,,,,,Human (multiple),N/A,PMID:16730806,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,,Severe acute respiratory syndrome,8,DB07715,3220,RHMXXJGYXNZAPX-UHFFFAOYSA-N,Investigational,
Emodin,Anticancer,ZIKV,(+)ssRNA,*,,,,,,,,Human (multiple),N/A,PMID:30641880,Flaviviridae,Zika virus,,Zika virus disease,2,DB07715,3220,RHMXXJGYXNZAPX-UHFFFAOYSA-N,Investigational,
Emtricitabine,Antiviral,HIV-1,ssRNA-RT,,,,,,,,*,Viral RT,viral nucleoside reverse transcritase inhibitor,DrugBank ID: DB00879,Retroviridae,Human immunodeficiency virus 1,,Acquired immune deficiency syndrome,33,DB00879,60877,XQSPYNMVSIKCOC-NTSWFWBYSA-N,Approved,
Emtricitabine,Antiviral,HBV,dsDNA-RT,,,,,*,,,,Viral RT,viral nucleoside reverse transcritase inhibitor,PMID: 26165204,Hepadnaviridae,Hepatitis B virus,,Hepatitis B,35,DB00879,60877,XQSPYNMVSIKCOC-NTSWFWBYSA-N,Approved,
Enoxacin,Antibiotic,ZIKV,(+)ssRNA,,*,,,,,,,Human topoisomerase,DNA Topoisomerase II inhibitor,PMID: 30814679,Flaviviridae,Zika virus,,Zika virus disease,2,DB00467,3229,IDYZIJYBMGIQMJ-UHFFFAOYSA-N,Approved,
Enoxacin,Antibiotic,HCV,(+)ssRNA,*,,,,,,,,Human topoisomerase,DNA Topoisomerase II inhibitor,PMID: 20527935,Flaviviridae,Hepacivirus C,,Hepatitis C,2,DB00467,3229,IDYZIJYBMGIQMJ-UHFFFAOYSA-N,Approved,
Enoxacin,Antibiotic,HIV-1,ssRNA-RT,*,,,,,,,,Human topoisomerase,DNA Topoisomerase II inhibitor,PMID: 9876209,Retroviridae,Human immunodeficiency virus 1,,Acquired immune deficiency syndrome,33,DB00467,3229,IDYZIJYBMGIQMJ-UHFFFAOYSA-N,Approved,
Eptifibatide,Anticoagulant,FLUAV,(-)ssRNA,,,*,,,,,,Human integrin,Decreases platelet aggregation,PMID: 25664391,Orthomyxoviridae,Influenza A virus,,Influenza,34,DB00063,448812,CZKPOZZJODAYPZ-LROMGURASA-N,Approved,
Eptifibatide,Anticoagulant,CHIKV,(+)ssRNA,*,,,,,,,,Human integrin,Decreases platelet aggregation,PMID: 32380148,Togaviridae,Chikungunya virus,,Chikungunya fever,6,DB00063,448812,CZKPOZZJODAYPZ-LROMGURASA-N,Approved,
Erlotinib,Anticancer,EBOV,(-)ssRNA,*,,,*,*,,,,Human PTK,EGFR inhibitor,PMID:28240606; NCT02380625,Filoviridae,Zaire ebolavirus,Ebola virus,Ebola hemorrhagic fever,3,DB00530,176870,AAKJLRGGTJKAMG-UHFFFAOYSA-N,Approved,
Erlotinib,Anticancer,HCV,(+)ssRNA,*,,,*,*,,,,Human PTK,EGFR inhibitor,PMID:28240606; NCT01835938,Flaviviridae,Hepacivirus C,,Hepatitis C,2,DB00530,176870,AAKJLRGGTJKAMG-UHFFFAOYSA-N,Approved,
Erlotinib,Anticancer,DENV-2,(+)ssRNA,*,,*,,,,,,Human PTK,EGFR inhibitor,PMID:29753658,Flaviviridae,Dengue virus,Dengue virus 2,Dengue fever,2,DB00530,176870,AAKJLRGGTJKAMG-UHFFFAOYSA-N,Approved,
Erlotinib,Anticancer,BKV,dsDNA,*,,,,,,,,Human PTK,EGFR inhibitor,PMID:21088155,Polyomaviridae,Human polyomavirus 1,,Nephropathy and hemorrhagic cystitis,-1,DB00530,176870,AAKJLRGGTJKAMG-UHFFFAOYSA-N,Approved,
Erlotinib,Anticancer,SARS-CoV,(+)ssRNA,*,,,,,,,,Human PTK,EGFR inhibitor,PMID: 33083006,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,,Severe acute respiratory syndrome,8,DB00530,176870,AAKJLRGGTJKAMG-UHFFFAOYSA-N,Approved,
Erlotinib,Anticancer,SARS-CoV-2,(+)ssRNA,*,,,,,,,,Human PTK,EGFR inhibitor,PMID: 33083006,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus 2,COVID-19,8,DB00530,176870,AAKJLRGGTJKAMG-UHFFFAOYSA-N,Approved,
Esomeprazole,Treatment of Acid-Reflux Disorders,EBOV,(-)ssRNA,*,,,,,,,,Human vATPase,Proton pump inhibitor,PMID: 26069727,Filoviridae,Zaire ebolavirus,Ebola virus,Ebola hemorrhagic fever,3,DB00736,9568614,SUBDBMMJDZJVOS-DEOSSOPVSA-N,Approved,
Esomeprazole,Treatment of Acid-Reflux Disorders,FLUAV,(-)ssRNA,*,,,,,,,,Human vATPase,Proton pump inhibitor,PMID: 26069727,Orthomyxoviridae,Influenza A virus,,Influenza,34,DB00736,9568614,SUBDBMMJDZJVOS-DEOSSOPVSA-N,Approved,
Esomeprazole,Treatment of Acid-Reflux Disorders,MARV,(-)ssRNA,*,,,,,,,,Human vATPase,Proton pump inhibitor,PMID: 26069727,Filoviridae,Marburg marburgvirus,Marburg virus,Marburg hemorrhagic fever,3,DB00736,9568614,SUBDBMMJDZJVOS-DEOSSOPVSA-N,Approved,
Etanercept,Anti-inflammatory,FLUAV,(-)ssRNA,,,*,,,,,,Human TNF,Unknown,PMID: 24373231,Orthomyxoviridae,Influenza A virus,,Influenza,34,DB00005,N/A,N/A,Approved,
Etanercept,Anti-inflammatory,HDV,(-)ssRNA,,,*,,,,,,Human TNF,Unknown,PMID: 32382723,Kolmioviridae,Hepatitis delta virus,,Hepatitis D,-1,DB00005,N/A,N/A,Approved,
Etanercept,Anti-inflammatory,HSV-1,dsDNA,,,*,,,,,,Human TNF,Unknown,PMID: 24416771,Herpesviridae,Human alphaherpesvirus 1,,Cold sores,12,DB00005,N/A,N/A,Approved,
Etanercept,Anti-inflammatory,JEV,(+)ssRNA,,,*,,,,,,Human TNF,Unknown,PMID: 24652493,Flaviviridae,Japanese encephalitis virus,,Japanese encephalitis,2,DB00005,N/A,N/A,Approved,
Etravirine,Antiviral,HIV-1,ssRNA-RT,,,,,,,*,,Viral RT,Inhibition of viral RT,DrugBank ID: DB06414,Retroviridae,Human immunodeficiency virus 1,,Acquired immune deficiency syndrome,33,DB06414,193962,PYGWGZALEOIKDF-UHFFFAOYSA-N,Approved,
Etravirine,Antiviral,ZIKV,(+)ssRNA,*,,,,,,,,Viral RNA pol,Inhibition of viral RT,PMID: Etravirine,Flaviviridae,Zika virus,,Zika virus disease,2,DB06414,193962,PYGWGZALEOIKDF-UHFFFAOYSA-N,Approved,
Ezetimibe,Lipid-Lowering,HCV,(+)ssRNA,,,,,,*,,*,Human cholesterol transporter,Intestinal cholesterol and related phytosterol absorption inhibitor,NCT02971033; NCT02768545,Flaviviridae,Hepacivirus C,,Hepatitis C,2,DB00973,150311,OLNTVTPDXPETLC-XPWALMASSA-N,Approved,
Ezetimibe,Lipid-Lowering,HDV,(-)ssRNA,,,,,*,,,,Human cholesterol transporter,Intestinal cholesterol and related phytosterol absorption inhibitor,NCT03099278; NCT03099278,Kolmioviridae,Hepatitis delta virus,,Hepatitis D,-1,DB00973,150311,OLNTVTPDXPETLC-XPWALMASSA-N,Approved,
Ezetimibe,Lipid-Lowering,SARS-CoV-2,(+)ssRNA,,,,,*,,,,Human cholesterol transporter,Intestinal cholesterol and related phytosterol absorption inhibitor,PMID: 33083810,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus 2,COVID-19,8,DB00973,150311,OLNTVTPDXPETLC-XPWALMASSA-N,Approved,
Ezetimibe,Lipid-Lowering,HIV-1,ssRNA-RT,*,,,*,,,,,Human cholesterol transporter,Intestinal cholesterol and related phytosterol absorption inhibitor,NCT00099684,Retroviridae,Human immunodeficiency virus 1,,Acquired immune deficiency syndrome,33,DB00973,150311,OLNTVTPDXPETLC-XPWALMASSA-N,Approved,
Ezetimibe,Lipid-Lowering,HBV,dsDNA-RT,*,,,,,,,,Human cholesterol transporter,Intestinal cholesterol and related phytosterol absorption inhibitor,PMID:25034482,Hepadnaviridae,Hepatitis B virus,,Hepatitis B,35,DB00973,150311,OLNTVTPDXPETLC-XPWALMASSA-N,Approved,
Ezetimibe,Lipid-Lowering,RVFV,(-)ssRNA,*,,,,,,,,Human cholesterol transporter,Intestinal cholesterol and related phytosterol absorption inhibitor,PMID:29698664,Phenuiviridae,Rift Valley fever phlebovirus,,Rift Valley fever,23,DB00973,150311,OLNTVTPDXPETLC-XPWALMASSA-N,Approved,
Ezetimibe,Lipid-Lowering,ZIKV,(+)ssRNA,*,,,,,,,,Human cholesterol transporter,Intestinal cholesterol and related phytosterol absorption inhibitor,PMID:29698664,Flaviviridae,Zika virus,,Zika virus disease,2,DB00973,150311,OLNTVTPDXPETLC-XPWALMASSA-N,Approved,
Famciclovir,Antiviral,HSV-1,dsDNA,,,,,,,*,,Viral DNA pol,Viral DNA Polymerase Inhibitor,DrugBank ID: DB00426,Herpesviridae,Human alphaherpesvirus 1,,Cold sores,12,DB00426,3324,GGXKWVWZWMLJEH-UHFFFAOYSA-N,Approved,
Famciclovir,Antiviral,HSV-2,dsDNA,,,,,,,*,,Viral DNA pol,Viral DNA Polymerase Inhibitor,DrugBank ID: DB00426,Herpesviridae,Human alphaherpesvirus 2,,Genital herpes,12,DB00426,3324,GGXKWVWZWMLJEH-UHFFFAOYSA-N,Approved,
Famciclovir,Antiviral,VZV,dsDNA,,,,,,,*,,Viral DNA pol,Viral DNA Polymerase Inhibitor,DrugBank ID: DB00426,Herpesviridae,Human alphaherpesvirus 3,,Chickenpox (varicella),12,DB00426,3324,GGXKWVWZWMLJEH-UHFFFAOYSA-N,Approved,
Famciclovir,Antiviral,KSHV,dsDNA,,,,,*,,,,Viral DNA pol,Viral DNA Polymerase Inhibitor,PMID: 21837785,Herpesviridae,Human gammaherpesvirus 8,,Kaposi's sarcoma,12,DB00426,3324,GGXKWVWZWMLJEH-UHFFFAOYSA-N,Approved,
Famciclovir,Antiviral,HBV,dsDNA-RT,,,,*,,,,,Viral DNA pol,Viral DNA Polymerase Inhibitor,PMID: 10898322,Hepadnaviridae,Hepatitis B virus,,Hepatitis B,35,DB00426,3324,GGXKWVWZWMLJEH-UHFFFAOYSA-N,Approved,
Favipiravir,Antiviral,SARS-CoV-2,(+)ssRNA,,,,,,,,*,Viral RNA pol,Viral RNA polymerase inhibitor,NCT04359615,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus 2,COVID-19,8,DB12466,492405,ZCGNOVWYSGBHAU-UHFFFAOYSA-N,Approved,
Favipiravir,Antiviral,FLUAV,(-)ssRNA,,,,,*,,*,,Viral RNA pol,Viral RNA polymerase inhibitor,CID:492405; NCT03394209,Orthomyxoviridae,Influenza A virus,,Influenza,34,DB12466,492405,ZCGNOVWYSGBHAU-UHFFFAOYSA-N,Approved,
Favipiravir,Antiviral,FLUBV,(-)ssRNA,,,,,*,,*,,Viral RNA pol,Viral RNA polymerase inhibitor,CID:492405; NCT03394209,Orthomyxoviridae,Influenza B virus,,Influenza,34,DB12466,492405,ZCGNOVWYSGBHAU-UHFFFAOYSA-N,Approved,
Favipiravir,Antiviral,FLUCV,(-)ssRNA,,,,,*,,*,,Viral RNA pol,Viral RNA polymerase inhibitor,CID:492405; NCT03394209,Orthomyxoviridae,Influenza C virus,,Influenza,34,DB12466,492405,ZCGNOVWYSGBHAU-UHFFFAOYSA-N,Approved,
Favipiravir,Antiviral,EBOV,(-)ssRNA,,,,,*,,,,Viral RNA pol,Viral RNA polymerase inhibitor,NCT02329054,Filoviridae,Zaire ebolavirus,Ebola virus,Ebola hemorrhagic fever,3,DB12466,492405,ZCGNOVWYSGBHAU-UHFFFAOYSA-N,Approved,
Favipiravir,Antiviral,CCHFV,(-)ssRNA,*,,*,,,,,,Viral RNA pol,Viral RNA polymerase inhibitor,PMID:29936152,Nairoviridae,Crimean-Congo hemorrhagic fever orthonairovirus,,Crimean-Congo hemorrhagic fever,1,DB12466,492405,ZCGNOVWYSGBHAU-UHFFFAOYSA-N,Approved,
Favipiravir,Antiviral,CHIKV,(+)ssRNA,*,,*,,,,,,Viral RNA pol,Viral RNA polymerase inhibitor,PMID:28958920,Togaviridae,Chikungunya virus,,Chikungunya fever,6,DB12466,492405,ZCGNOVWYSGBHAU-UHFFFAOYSA-N,Approved,
Favipiravir,Antiviral,MARV,(-)ssRNA,*,,*,,,,,,Viral RNA pol,Viral RNA polymerase inhibitor,PMID:29369776,Filoviridae,Marburg marburgvirus,Marburg virus,Marburg hemorrhagic fever,3,DB12466,492405,ZCGNOVWYSGBHAU-UHFFFAOYSA-N,Approved,
Favipiravir,Antiviral,ANDV,(-)ssRNA,*,,,,,,,,Viral RNA pol,Viral RNA polymerase inhibitor,PMID:23856782,Hantaviridae,Andes orthohantavirus,,Hantavirus cardiopulmonary syndrome ,21,DB12466,492405,ZCGNOVWYSGBHAU-UHFFFAOYSA-N,Approved,
Favipiravir,Antiviral,Ast-VA1,(+)ssRNA,*,,,,,,,,Viral RNA pol,Viral RNA polymerase inhibitor,PMID: 31864069,Astroviridae,Mamastrovirus 9,Astrovirus VA1,Gastroenteritis,-1,DB12466,492405,ZCGNOVWYSGBHAU-UHFFFAOYSA-N,Approved,
Favipiravir,Antiviral,LASV,(-)ssRNA,*,,,,,,,,Viral RNA pol,Viral RNA polymerase inhibitor,PMID:29882740,Arenaviridae,Lassa mammarenavirus,,Lassa hemorrhagic fever,0,DB12466,492405,ZCGNOVWYSGBHAU-UHFFFAOYSA-N,Approved,
Favipiravir,Antiviral,LCMV,(-)ssRNA,*,,,,,,,,Viral RNA pol,Viral RNA polymerase inhibitor,PMID:31302150,Arenaviridae,Lymphocytic choriomeningitis mammarenavirus,,Lymphocytic choriomeningitis,0,DB12466,492405,ZCGNOVWYSGBHAU-UHFFFAOYSA-N,Approved,
Favipiravir,Antiviral,NiV,(-)ssRNA,*,,,,,,,,Viral RNA pol,Viral RNA polymerase inhibitor,PMID:29765101,Paramyxoviridae,Nipah henipavirus,,Severe encephalitis and respiratory disease,4,DB12466,492405,ZCGNOVWYSGBHAU-UHFFFAOYSA-N,Approved,
Favipiravir,Antiviral,RABV,(-)ssRNA,*,,,,,,,,Viral RNA pol,Viral RNA polymerase inhibitor,PMID:29459063,Rhabdoviridae,Rabies lyssavirus,,Rabies ,11,DB12466,492405,ZCGNOVWYSGBHAU-UHFFFAOYSA-N,Approved,
Favipiravir,Antiviral,RVFV,(-)ssRNA,*,,,,,,,,Viral RNA pol,Viral RNA polymerase inhibitor,PMID:19428599,Phenuiviridae,Rift Valley fever phlebovirus,,Rift Valley fever,23,DB12466,492405,ZCGNOVWYSGBHAU-UHFFFAOYSA-N,Approved,
Favipiravir,Antiviral,SNV,(-)ssRNA,*,,,,,,,,Viral RNA pol,Viral RNA polymerase inhibitor,PMID:23856782,Hantaviridae,Sin Nombre orthohantavirus,,Hantavirus cardiopulmonary syndrome ,21,DB12466,492405,ZCGNOVWYSGBHAU-UHFFFAOYSA-N,Approved,
Favipiravir,Antiviral,YFV,(+)ssRNA,*,,,,,,,,Viral RNA pol,Viral RNA polymerase inhibitor,PMID:19428599,Flaviviridae,Yellow fever virus,,Yellow fever,2,DB12466,492405,ZCGNOVWYSGBHAU-UHFFFAOYSA-N,Approved,
Favipiravir,Antiviral,ZIKV,(+)ssRNA,*,,,,,,,,Viral RNA pol,Viral RNA polymerase inhibitor,PMID:29967017,Flaviviridae,Zika virus,,Zika virus disease,2,DB12466,492405,ZCGNOVWYSGBHAU-UHFFFAOYSA-N,Approved,
